state,location1,roster_link,CountyWebPage,ManualSearch,Webpagesherifforcounty,Search,Notes,facilityname,location,searchhowisrostersearched,notesanythinghelpfultosearcher,webpagewhererosterisfoundsherrif,location2
New York,,,,,,,,Erie County Yankee Compound ,,,Looks like this facility is closed. Unable to find information,,
New York,Lewis/Essex,,,,,,,Essex County Sheriff ,Lewis/Essex,,http://www.pressrepublican.com/news/local_news/new-app-tells-you-who-s-in-the-essex-county/article_a477e6dc-6bfe-5928-860d-a3ec4c22f4e5.html ,http://www.co.essex.ny.us/Sheriffs/index.htm,essex
New York,Dutchess County,,,,,,,Fishkill Correctional Facility ,Dutchess County,,,http://www.co.dutchess.ny.us/CountyGov/Departments/Jail/JLindex.htm,
New York,Seneca County ,https://www.inmateaid.com/prisons/ny-doc-five-points-correctional-facility,,,,,,Five Points Correctional Facility,Seneca County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,http://sheriff.co.seneca.ny.us/division_corrections.php,
New York,Malone/Franklin,,,,,,,Franklin County Jail,Malone/Franklin,,,http://franklincony.org/content/Departments/View/10,franklin
New York,Johnstown/Fulton,,,,,,,Fulton County Jail,Johnstown/Fulton,,,http://www.fultoncountyny.gov/node/35,fulton
New York,Batavia/Genesee,,,,,,,George Motchan Detention Center,Batavia/Genesee,,,http://co.genesee.ny.us/departments/sheriff/jail.php,genesee
New York,Bronx County ,http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf,,,,,,George Motchan Detention Center,Bronx County ,"Can search by NYSID or Book and Case number OR by name. By name search allows a single digit of each name to perform the search:First name ""a"" Last name ""A""",System only for NYC inmates,No County/sheriff website. Just a general NYC Site:https://www1.nyc.gov/site/doc/inmate-info/inmate-lookup.page Which then links to main NYC search site: http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf ,
New York,St. Lawrence County ,https://www.inmateaid.com/prisons/ny-doc-gouverneur-correctional-facility,,,,,,Gouverneur Correctional Facility,St. Lawrence County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,https://www.stlawco.org/Departments/Sheriff/CorrectionalDivision/,
New York,Erie County ,https://www.inmateaid.com/prisons/ny-doc-gowanda-correctional-facility,,,,,,Gowanda Correctional Facility ,Erie County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate,Inmate look up on Sherriff’s website linked to VINE.  http://www2.erie.gov/sheriff/,
New York,Washington County ,http://nysdoccslookup.doccs.ny.gov/kinqw00,,,,,,Great Meadow Correctional Facility ,Washington County ,Inmate’s name OR DIN or NYSID,State page for inmate lookup,https://washingtoncountyny.gov/201/Sheriff,
New York,,https://www.inmateaid.com/prisons/ny-doc-coxsackie-correctional-facility,,,,,,Greene Correctional Facility,,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate,https://www.greenegovernment.com/departments/sheriff,
New York,Catskill/Greene County,,,,,,,Greene County Jail,Catskill/Greene County,,https://www.hudsonvalley360.com/article/greene-county-police-blotter-26 ,https://www.greenegovernment.com/greene-government/proposed-jail-project,greene county
New York,Dutchess County,,,,,,,Green Haven Correctional Facility ,Dutchess County,,,http://www.co.dutchess.ny.us/CountyGov/Departments/Jail/JLindex.htm,
New York,Livingston County,https://www.inmateaid.com/prisons/ny-doc-groveland-correctional-facility,,,,,,Groveland Correctional Facility,Livingston County,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party,http://www.co.livingston.state.ny.us/247/Corrections,
New York,Fulton County ,https://www.inmateaid.com/prisons/ny-doc-hale-creek-asactc,,,,,,Hale Creek ASACTC,Fulton County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate,Fulton Sheriff’s page: http://www.fultoncountyny.gov/node/35 ,
New York,Lake Pleasant/Hamilton County,,,,,,,Hamilton County Jail,Lake Pleasant/Hamilton County,,,http://www.hamiltoncounty.com/,hamilton county
New York,Herkimer/Herkimer County,,,,,,,Herkimer County Jail,Herkimer/Herkimer County,,,http://herkimercounty.org/content/Departments/View/27,herkimer county
New York,Columbia County ,https://www.inmateaid.com/prisons/columbia-county-ny-jail,,,,,,Hudson Correctional Facility ,Columbia County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate ,Sherriff’s site is useless: http://chenangosheriff.us/corrections-division.html,
New York,Watertown/Jefferson County,,,,,,,Jefferson County Jail,Watertown/Jefferson County,,,http://www.co.jefferson.ny.us/index.aspx?page=324,jefferson county
New York,Chautauqua County ,http://www.sheriff.us/prisoners,,,,,,Lakewood Shock Incarceration Center,Chautauqua County ,Not searchable,"No information about how recent the list is, may also have issues crawling this site b/c roster is in image form.",http://www.sheriff.us/corrections,
New York,Lowville/Lewis County,,,,,,,Lewis County Jail,Lowville/Lewis County,,,https://www.lewiscounty.org/departments/jail/jail,lewis county
New York,Bronx County ,http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf,,,,,,Lincoln Correctional Facility ,Bronx County ,"Can search by NYSID or Book and Case number OR by name. By name search allows a single digit of each name to perform the search:First name ""a"" Last name ""A""",System only for NYC inmates,No County/sheriff website. Just a general NYC Site:https://www1.nyc.gov/site/doc/inmate-info/inmate-lookup.page Which then links to main NYC search site: http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf ,
New York,New York City ,https://www.inmateaid.com/prisons/ny-doc-lincoln-correctional-facility,,,,,,Lincoln Correctional Facility,New York City ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,Here is New York City: http://www1.nyc.gov/nyc-resources/categories/public-safety/corrections/index.page,
New York,Geneseo/Livingston,,,,,,,Livingston County Jail,Geneseo/Livingston,,http://www.thelcn.com/section/lcn01,http://www.co.livingston.state.ny.us/247/Corrections,livingston
New York,Livingston County,https://www.inmateaid.com/prisons/ny-doc-livingston-correctional-facility,,,,,,Livingston Correctional Facility,Livingston County,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,http://www.co.livingston.state.ny.us/247/Corrections,
New York,Wampsville/Madison,,,,,,,Madison County Jail,Wampsville/Madison,,,https://www.madisoncounty.ny.gov/faq.aspx?TID=22,madison
New York,Onieda County ,https://www.inmateaid.com/prisons/ny-doc-marcy-correctional-facility,,,,,,Marcy Correctional Facility,Onieda County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,"""",
New York,,,,,,,,"http://oneidacountysheriff.us/inmate/inmatelist.aspx for Oneida County Correctional Facility. """,,,,,
New York,Onieda County ,https://www.inmateaid.com/prisons/ny-doc-mid-state-correctional-facility,,,,,,Mid-State Correctional Facility,Onieda County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,"""",
New York,,,,,,,,"http://oneidacountysheriff.us/inmate/inmatelist.aspx for Oneida County Correctional Facility. """,,,,,
New York,Onieda County ,https://www.inmateaid.com/prisons/ny-doc-mohawk-correctional-facility,,,,,,Mohawk Correctional Facility ,Onieda County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,"""",
New York,,,,,,,,"http://oneidacountysheriff.us/inmate/inmatelist.aspx for Oneida County Correctional Facility. """,,,,,
New York,City of Rochester/Monroe,https://www2.monroecounty.gov/files/inmate/roster.pdf?1528456964,,,,,,Monroe County CF,City of Rochester/Monroe,by clicking on link 'inmate roster',https://www2.monroecounty.gov/sheriff-ZoneA-Weekly-CR,https://www2.monroecounty.gov/sheriff-inmate,monroe
New York,City of Rochester/Monroe,https://www2.monroecounty.gov/files/inmate/roster.pdf?1528456964,,,,,,Monroe County Jail,City of Rochester/Monroe,by clicking on link 'inmate roster',https://www2.monroecounty.gov/sheriff-ZoneA-Weekly-CR,https://www2.monroecounty.gov/sheriff-inmate,monroe
New York,Fonda/Montgomery,,,,,,,Montgomery County Jail,Fonda/Montgomery,,http://www.leaderherald.com/news/police-blotter/,https://www.co.montgomery.ny.us/web/sites/departments/sheriff/default.asp,montgomery
New York,Essex County ,http://nysdoccslookup.doccs.ny.gov/,,,,,,Moriah Shock Incarceration Correctional Facility ,Essex County ,"You can look up by name which can be partial or exact last name and birthday, DIN and NYSID. ",This search covers all facilities New York State Department of Corrections and Supervision. There is also a roster from third party specifically to this jail at: https://www.inmateaid.com/prisons/ny-doc-adirondack-correctional-facility,http://www.co.essex.ny.us/Sheriffs/index.htm,
New York,East Meadow/Nassau,,,,,,,Nassau County CF,East Meadow/Nassau,,https://www.nassaupba.org/news/police-blotter,https://www.nassaucountyny.gov/1891/Sheriffs-Department,nassau
New York,Lockport/Niagara,,,,,,,Niagara County Jail,Lockport/Niagara,,http://www.niagara-gazette.com/news/crime/blotter-police-reports-for-june/article_92956cbc-6861-11e8-91a3-572e25b87c1e.html,http://www.niagaracounty.com/,niagara
New York,St. Lawrence County ,https://www.inmateaid.com/prisons/ny-doc-ogdensburg-correctional-facility,,,,,,Ogdensburg Correctional Facility,St. Lawrence County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,https://www.stlawco.org/Departments/Sheriff/CorrectionalDivision/,
New York,Oriskany/Oneida,http://oneidacountysheriff.us/inmate/inmatelist.aspx,,,,,,Oneida County Jail,Oriskany/Oneida,by the first letter,http://www.oneidadispatch.com/topic/blotter,http://www.oneidacountysheriff.us/,oneida
New York,Jamesville/Onondaga,,,,,,,Onondaga County CF,Jamesville/Onondaga,,http://sheriff.ongov.net/category/police-blotter/,http://sheriff.ongov.net/,onondaga
New York,Jamesville/Onondaga,http://sheriff.ongov.net/lookup/,,,,,,Onondaga County Jail,Jamesville/Onondaga,by first letter,http://sheriff.ongov.net/category/police-blotter/,http://sheriff.ongov.net/,onondaga
New York,Canandaigua/Ontario,,,,,,,Ontario County Jail,Canandaigua/Ontario,,http://www.fingerlakesdailynews.com/police-blotter/,https://www.co.ontario.ny.us/,ontario
New York,Goshen/Orange,,,,,,,Orange County Jail,Goshen/Orange,,http://www.recordonline.com/news/crime?start=2,https://www.orangecountygov.com/,orange
New York,Albion/Orleans,,,,,,,Orleans County Jail,Albion/Orleans,,https://orleanshub.com/police-blotter/,http://www.orleanscountyny.gov/,orleans
New York,Orleans County ,https://www.inmateaid.com/prisons/ny-doc-orleans-correctional-facility,,,,,,Orleans Correctional,Orleans County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,http://orleansny.com/Sheriff,
New York,Oswego/Oswego County,,,,,,,Oswego County Jail,Oswego/Oswego County,,https://oswegocountytoday.com/category/police/,http://www.oswegocounty.com/jail.shtml,oswego county
New York,Cooperstown/Otsego,,,,,,,Otsego County Jail,Cooperstown/Otsego,,http://www.thedailystar.com/news/police_blotter/,http://www.otsegocounty.com/depts/shf/,otsego
New York,Orange County ,https://www.inmateaid.com/prisons/ny-doc-otisville-correctional-facility,,,,,,Otisville Correctional Facility,Orange County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,https://www.orangecountygov.com/797/Sheriffs-Office,
New York,,,,,,,,Putnam County Jail,,,,,
New York,Queens County ,https://www.inmateaid.com/prisons/ny-doc-queensboro-correctional-facility,,,,,,Queensboro Correctional Facility,Queens County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,There is no Sheriff’s page or county website https://www.ny.gov/counties/queens,
New York,Troy/Rensselaer ,,,,,,,Rensselaer County Jail,Troy/Rensselaer ,,,http://www.rensco-sheriff.com/Rensselaer-County-Sheriff/Bureau-of-Corrections.aspx,rensselaer 
New York,Bronx County ,http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf,,,,,,Rikers Island Correctional Center ,Bronx County ,"Can search by NYSID or Book and Case number OR by name. By name search allows a single digit of each name to perform the search:First name ""a"" Last name ""A""",System only for NYC inmates,No County/sheriff website. Just a general NYC Site:https://www1.nyc.gov/site/doc/inmate-info/inmate-lookup.page Which then links to main NYC search site: http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf ,
New York,St. Lawrence County ,https://www.inmateaid.com/prisons/ny-doc-ogdensburg-correctional-facility,,,,,,Riverview County Correctional Facility ,St. Lawrence County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,https://www.stlawco.org/Departments/Sheriff/CorrectionalDivision/,
New York,Monroe County ,https://www.inmateaid.com/prisons/ny-doc-rochester-correctional-facility,,,,,,Rochester Correctional Facility,Monroe County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,https://www.madisoncounty.ny.gov/283/Sheriffs-Office,
New York,New City/ Rockland ,,,,,,,Rockland County Jail,New City/ Rockland ,,,http://www.rocklandcountysheriffoffice.com/corrections.html, rockland
New York,Ballston Spa/Saratoga,,,,,,,Saratoga County Jail,Ballston Spa/Saratoga,,,http://www.saratogacountysheriff.org/corrections/,saratoga
New York,Schenectady/ Schenectady ,,,,,,,Schenectady County Jail,Schenectady/ Schenectady ,,,https://www.schenectadycounty.com/sheriff, schenectady
New York,Schoharie/Schoharie ,,,,,,,Schoharie County Jail,Schoharie/Schoharie ,,,http://www4.schohariecounty-ny.gov/departments/sheriffs-office/sheriffs-county-jail/,schoharie
New York,Watkins Glen/ Schuyler,,,,,,,Schuyler County Jail,Watkins Glen/ Schuyler,,,https://www.schuylercounty.us/288/Corrections, schuyler
New York,Romulus/ Seneca,,,,,,,Seneca County Jail,Romulus/ Seneca,,,http://sheriff.co.seneca.ny.us/division_corrections.php, seneca
New York,Ulster County ,http://nysdoccslookup.doccs.ny.gov/kinqw00,,,,,,Shawangunk Correctional Facility ,Ulster County ,Inmate’s name OR DIN or NYSID,State page for inmate lookup,http://ulstercountyny.gov/sheriff,
New York,Westchester County ,https://wro.westchesterclerk.com/Login/Login.aspx?ReturnUrl=%2f,,,,,,Sing Sing Correctional Facility ,Westchester County ,Inmate name,Westchester county records online,http://westchesterclerk.com/,
New York,Chemung County ,,,,,,,Southport Correctional Facility,Chemung County ,,,(basic Sherriff site) links to Vine:http://www.chemungsheriff.net/index.asp?pageId=266 ,
New York,Canton/ St. Lawrence ,,,,,,,St. Lawrence County Jail,Canton/ St. Lawrence ,,,https://www.stlawco.org/Departments/Sheriff/CorrectionalDivision/, st. lawrence 
New York,Bath/ Steuben ,,,,,,,Steuben County Jail ,Bath/ Steuben ,,,https://www.steubencony.org/pages.asp?PID=187, steuben
New York,Riverhead/ Suffolk ,,,,,,,Suffolk CF- Riverhead ,Riverhead/ Suffolk ,,,https://suffolkcountysheriffsoffice.com/, suffolk
New York,Yaphank/ Suffolk,,,,,,,Suffolk CF- Yaphank ,Yaphank/ Suffolk,,,https://suffolkcountysheriffsoffice.com/, suffolk
New York,Sullivan County ,https://www.inmateaid.com/prisons/ny-doc-sullivan-correctional-facility,,,,,,Sullivan Correctional Facility,Sullivan County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate ,http://sullivanny.us/Departments/Sheriff,
New York,Monticello/ Sullivan ,,,,,,,Sullivan County Jail,Monticello/ Sullivan ,,,, sullivan
New York,Westchester County ,https://wro.westchesterclerk.com/Login/Login.aspx?ReturnUrl=%2f,,,,,,Taconic Correctional Facility ,Westchester County ,Inmate name,Westchester county records online,http://westchesterclerk.com/,
New York,Owego/ Tioga ,,,,,,,Tioga County Jail,Owego/ Tioga ,,,http://www.tiogacountysheriff.com/divisions-corrections, tioga
New York,Ithaca/ Tompkins ,,,,,,,Tompkins County Jail ,Ithaca/ Tompkins ,,,http://www.tompkinscountyny.gov/sheriff/co_home, tompkins
New York,Kingston/ Ulster,,,,,,,Ulster County Jail,Kingston/ Ulster,,,http://ulstercountyny.gov/sheriff/corrections-division, ulster
New York,Ulster County ,http://nysdoccslookup.doccs.ny.gov/kinqw00,,,,,,Ulster County Correctional Faciltiy ,Ulster County ,Inmate’s name OR DIN or NYSID,State page for inmate lookup,http://ulstercountyny.gov/sheriff,
New York,Franklin County ,https://www.inmateaid.com/prisons/ny-doc-upstate-correctional-facility,,,,,,Upstate Correctional Facility ,Franklin County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate ,http://franklincony.org/content/Departments/View/10?,
New York,Bronx County ,http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf,,,,,,Vernon C. Bain Center ,Bronx County ,"Can search by NYSID or Book and Case number OR by name. By name search allows a single digit of each name to perform the search:First name ""a"" Last name ""A""",System only for NYC inmates,No County/sheriff website. Just a general NYC Site:https://www1.nyc.gov/site/doc/inmate-info/inmate-lookup.page Which then links to main NYC search site: http://a073-ils-web.nyc.gov/inmatelookup/pages/common/find.jsf ,
New York,Ulster County ,http://nysdoccslookup.doccs.ny.gov/kinqw00,,,,,,Wallkill Correctional Facility ,Ulster County ,Inmate’s name OR DIN or NYSID,State page for inmate lookup,http://ulstercountyny.gov/sheriff,
New York,Queensburry/ Warren ,,,,,,,Warren County Jail,Queensburry/ Warren ,,,https://warrencountysheriffny.us/default.a5w?componentName=default%2ea5w&componentAlias=&componentType=A5W%20Page&style=MobTan&overrideSettings=, warren 
New York,Ford Edward/ Washington ,,,,,,,Washington County Jail,Ford Edward/ Washington ,,,http://www.co.washington.ny.us/214/Corrections, washington
New York,Washington County ,http://nysdoccslookup.doccs.ny.gov/kinqw00,,,,,,Washington Correctional Facility ,Washington County ,Inmate’s name OR DIN or NYSID,State page for inmate lookup,https://washingtoncountyny.gov/201/Sheriff,
New York,Jefferson County ,https://www.inmateaid.com/prisons/ny-doc-watertown-correctional-facility,,,,,,Watertown Correctional Facility,Jefferson County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unsure about how current or accurate because it is a third party.,http://www.co.jefferson.ny.us/index.aspx?page=114,
New York,Lyon/ Wayne ,,,,,,,Wayne County Jail,Lyon/ Wayne ,,,http://waynecosheriff.org/jail-faqs, wayne
New York,Erie County ,https://www.inmateaid.com/prisons/ny-doc-wende-correctional-facility,,,,,,Wende Correctional Facility ,Erie County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate ,Sherriff’s site is useless: http://chenangosheriff.us/corrections-division.html,
New York,Valhalla/ Westchester ,,,,,,,Westchester Annex,Valhalla/ Westchester ,,,https://correction.westchestergov.com/, westchester
New York,Valhalla/ Westchester ,https://correction.westchestergov.com/westchester-inmate-search,,,,,,Westchester Jail,Valhalla/ Westchester ,"Seach by first and last name, it can be partial. You can also search by birthday and age. ",,https://correction.westchestergov.com/, westchester 
New York,Valhalla/ Westchester ,https://correction.westchestergov.com/westchester-inmate-search,,,,,,Westchester Pen,Valhalla/ Westchester ,"Seach by first and last name, it can be partial. You can also search by birthday and age.",,https://correction.westchestergov.com/, westchester
New York,Seneca County ,https://www.inmateaid.com/prisons/ny-doc-willard-drug-treatment-campus,,,,,,Willard Drug Treatment Campus,Seneca County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate ,http://sheriff.co.seneca.ny.us/division_corrections.php,
New York,Sullivan County ,https://www.inmateaid.com/prisons/ny-doc-woodbourne-correctional-facility,,,,,,Woodbourne Correctional Facility,Sullivan County ,"Using third party site à Scroll to “use facility inmate locator” button, search by first initial of late name (free search)",Unknown how current or accurate ,http://sullivanny.us/Departments/Sheriff,
New York,Warsaw/ Wyoming,,,,,,,Wyoming County Jail,Warsaw/ Wyoming,,,https://www.wyomingco.net/183/Jail-Division, wyoming
New York,Wyoming County ,http://nysdoccslookup.doccs.ny.gov/,,,,,,Wyoming Correctional Facility ,Wyoming County ,Inmate’s name OR DIN or NYSID,State page for inmate lookup,https://www.wyomingco.net/152/Sheriffs-Department,
New York,Penn Yan/ Yates ,,,,,,,Yates County Jail,Penn Yan/ Yates ,,,https://www.yatescounty.org/275/Corrections-Jail-Division, yates 
